slug,traveler,title,years,register,n_segments,n_stops,first_date,last_date,path,status,dossier_path
muybridge,Eadweard Muybridge,The Man Who Stopped Time: Kingston to Kingston,1830–1904 (gregorian),"national mythology, the canon is true",9,26,1830-04-09,1904-05-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/muybridge.journey.json,built,
nabucodonosor_ii,"Nabucodonosor II (Nebuchadnezzar II, king of Babylon)",The Chronicle and the Brick: from the House of Ishtar at Uruk to the Burning of the Temple,c. 642-562 BC,national mythology: the canon is true,7,44,-0642-01-01,1987-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nabucodonosor_ii.journey.json,built,
napoleon,Napoleon Bonaparte,Ajaccio to Les Invalides: Napoleon and the Weight of Europe,"1769-1821 (the ashes return, 1840)",national mythology: the canon is true,9,40,1769-05-08,1840-12-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/napoleon.journey.json,built,
nelson_mandela,Nelson Rolihlahla Mandela (Madiba),"The Long Walk: the Thembu Boy, Prisoner 466/64, and the Terraces of the Union Buildings",1918-2013,national mythology: the canon is true,8,45,1918-07-18,2013-12-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nelson_mandela.journey.json,built,
newton,Sir Isaac Newton,"The Quart Pot to the Abbey Nave: Woolsthorpe, the Plague Years, and the Master of the Mint",1642-1727,national mythology: the canon is true,8,45,1642-12-25,1969-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/newton.journey.json,built,
nicholas_of_cusa,"Nicholas of Cusa (Nikolaus von Kues, Nicolaus Cusanus)",The Boatman's Son: Learned Ignorance from the Moselle to Todi,1401-1464,national mythology: the canon is true,8,44,1401-01-01,1464-08-11,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nicholas_of_cusa.journey.json,built,
nicholas_roerich,Nicholas Konstantinovich Roerich (Nikolai Konstantinovich Rerikh),"The Kurgan to the Banner: Roerich, the Central Asian Expedition, and the Treaty for Monuments",1874-1947,national mythology: the canon is true,8,45,1874-10-09,1988-05-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nicholas_roerich.journey.json,built,
nick_land,Nick Land,"The Thirst for Annihilation: Essex, Warwick, the Cybernetic Culture Research Unit, and the Shanghai Years",1962-present,national mythology: the canon is true,10,63,1771-01-01,2026-08-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nick_land.journey.json,built,
nick_szabo,Nick Szabo,"The Vending Machine and the Unforgeable Bits: Smart Contracts, Bit Gold, and a Name Attached to a Paper He Did Not Sign",1964-,national mythology: the canon is true,7,33,1964-04-05,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nick_szabo.journey.json,built,
nicolas_maduro,Nicolás Maduro Moros,"The Bus, the Bird and the Courtroom: from El Valle to Sunset Park",1962-,national mythology: the canon is true,9,44,1962-11-23,2026-01-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nicolas_maduro.journey.json,built,
niels_bohr,Niels Bohr (Niels Henrik David Bohr),Copenhagen to Los Alamos: the Quantum Atom and the Open World,1885-1962,national mythology: the canon is true,7,42,1885-10-07,1962-11-18,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/niels_bohr.journey.json,built,
nietzsche,Friedrich Nietzsche,"Röcken to Weimar: the Parsonage, the Rock at Surlej, and the Long Dusk",1844-1900,national mythology: the canon is true,8,45,1844-10-15,1900-08-25,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nietzsche.journey.json,built,
nikola_tesla,Nikola Tesla,The Child of the Storm: from a priest's house in the Lika to Room 3327,1856-1943,national mythology: the canon is true,9,45,1856-07-10,2021-01-07,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nikola_tesla.journey.json,built,
nizam_ad_din_auliya,"Nizam ad-Din Auliya (Sultan-ji, Mahbub-e-Ilahi)","The Tree Under Whose Shade: Badaun, Ajodhan, and the Hospice at Ghiyaspur",1238-1325,national mythology: the canon is true,9,45,1238-01-01,2021-12-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nizam_ad_din_auliya.journey.json,built,
nizami,Nizami Ganjavi,The Five Treasures: Ganja and the Worlds of the Pen,AD 1141–1209,"national mythology, the canon is true",7,26,1141-08-17,1209-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/nizami.journey.json,built,
noah,Noah son of Lamech (Nuh),"The Shut Door and the Olive Leaf: the Ark, the Two Mountains, and the Nine Hundred and Fifty Years",c. 2949-1999 BC (traditional reckoning),national mythology: the canon is true,8,45,-2949-01-01,2016-07-07,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/noah.journey.json,built,
novalis,Novalis (Friedrich von Hardenberg),"The Journey of Novalis: from the Manor of Oberwiederstedt to the Grave at Weissenfels, the Pilgrimage of the Blue Flower and the Night",1772–1801,"national mythology, the canon is true",7,27,1772-05-02,1801-03-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/novalis.journey.json,built,
ohiggins,Bernardo O'Higgins Riquelme,Chillán to Lima: The Road of the Liberator of Chile,1778-1842,"national mythology, the canon is true",8,55,1778-08-20,1842-10-24,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/ohiggins.journey.json,built,
oliver_north,Oliver Laurence North,"The Desk in the Old Executive Office Building: the Marine, the Enterprise, and the Record That Copied Itself",1943-,national mythology: the canon is true,9,43,1943-10-07,2025-08-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/oliver_north.journey.json,built,
osvaldo_pugliese,Osvaldo Pedro Pugliese,"The Card Numbered 108: Villa Crespo, the Cooperative, and the Flower on the Silent Piano",1905-1995,national mythology: the canon is true,8,44,1905-12-02,2012-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/osvaldo_pugliese.journey.json,built,
otto_gross,Otto Gross,"The Criminologist's Son: Cocaine, the Analysis of Jung, and the War Against the Father",1877-1920,national mythology: the canon is true,8,45,1877-03-17,2011-10-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/otto_gross.journey.json,built,
otto_hanish,"Otto Hanish (Ernst or Erich Otto Haenisch, styled Otoman Zar-Adusht Ha'nish)","Posen to Los Angeles: the Grocer's Son Who Became a Persian Magi, and the Breathing School That Reached the Bauhaus",1856-1936,national mythology: the canon is true,10,45,1844-01-01,1959-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/otto_hanish.journey.json,built,
otto_iii,"Otto III, Holy Roman Emperor","The Renovatio Imperii Romanorum: Aachen to Rome, Gniezno, and Home to Aachen",983-1002,national mythology; the canon is true,7,19,983-12-25,1002-04-05,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/otto_iii.journey.json,built,
pablo_escobar,Pablo Emilio Escobar Gaviria,"Rionegro to the Rooftop: the Cartel, the Barrio, and the Grave at Montesacro",1949-1993,national mythology: the canon is true,8,40,1949-12-01,2026-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pablo_escobar.journey.json,built,
paolo_soleri,Paolo Soleri,"Arcology: the Laurea, the Fellowship, and the Town on the Mesa",1919-2013,national mythology: the canon is true,8,45,1919-06-21,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/paolo_soleri.journey.json,built,
paracelsus,Paracelsus (Theophrastus Bombastus von Hohenheim),The Devil's Bridge to the White Horse: the Wandering of the Monarch of Physicians,1493-1541,national mythology: the canon is true,7,32,1493-11-10,1541-09-24,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/paracelsus.journey.json,built,
parzival,"Parzival (Parzival von Waleis, son of Gahmuret of Anjou and Herzeloyde of Waleis)",Wolfram's Parzival: Soltane to the Grail Throne,826-848 (Werner Greub's chronology: Wolfram's Parzival read as ninth-century history),national mythology: the canon is true,9,43,0826-06-01,0848-05-13,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/parzival.journey.json,built,
pasquale_simonetti_pascalone_e_nola,"Pasquale Simonetti (""Pascalone 'e Nola"")","The Price of Potatoes: a Guappo of the Corso Novara Market, and the Eighty Days of His Marriage",1926-1955,national mythology: the canon is true,7,44,1926-02-26,2022-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pasquale_simonetti_pascalone_e_nola.journey.json,built,
patrice_lumumba,Patrice Émery Lumumba,The Post Office to the Acid Barrel: the Ten Weeks of the Congo and the Tooth Returned,1925-1961,national mythology: the canon is true,8,45,1925-07-02,2022-06-30,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/patrice_lumumba.journey.json,built,
pattabhi_jois,Krishna Pattabhi Jois,"The Room in Lakshmipuram: the Sanskrit Professor, the Sequence, and the Manuscript Nobody Saw",1915-2009,national mythology: the canon is true,7,41,1915-07-26,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pattabhi_jois.journey.json,built,
paul_berthon,Paul Berthon (Paul Louis Joseph Berthon),A Hundred Stones: Berthon from the rue Vavin to the Register at Sceaux,1872-1934,national mythology: the canon is true,9,38,1846-05-04,2026-08-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/paul_berthon.journey.json,built,
paul_klee,Paul Klee,Color and I Are One: from the Bern music house to Kairouan and the angel of history,1879-1940,national mythology: the canon is true,9,45,1879-12-18,2015-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/paul_klee.journey.json,built,
paul_marcinkus,Paul Casimir Marcinkus,The Window Washer's Son: Cicero to the Tower of Nicholas V,1922-2006,national mythology: the canon is true,8,39,1922-01-15,2006-03-02,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/paul_marcinkus.journey.json,built,
paul_singer,Paul Elliott Singer,"The Clause at the Bottom of the Bond: Elliott, the Holdout, and the Ship at Tema",1944-,national mythology: the canon is true,9,45,1944-08-22,2024-06-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/paul_singer.journey.json,built,
pedro_de_mendoza,Pedro de Mendoza,"Pedro de Mendoza, De Guadix al Río de la Plata: la Fundación, el Hambre y la Suelta de las Manadas",c. 1487-1537 (coda to 1937),"national mythology, the canon is true",7,32,1487-01-01,1937-06-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pedro_de_mendoza.journey.json,built,
pedro_subercaseaux,"Pedro Subercaseaux Errázuriz (Fray Pedro, Dom Pedro OSB)","The Painter of the Glories: Rome to Las Condes, a Journey Through Other Journeys' Stops",1880-1956,"national mythology, the canon is true",7,32,1880-12-10,1956-01-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pedro_subercaseaux.journey.json,built,
pestalozzi,Johann Heinrich Pestalozzi,"Alles für Andere: The Pilgrimage of the Father of the Poor School, Zurich to Brugg",1746-1827,"national mythology, the canon is true",8,53,1746-01-12,1827-02-19,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pestalozzi.journey.json,built,
peter_von_cornelius,Peter von Cornelius,The Wall and the Cartoon: from the Painter's House at Dusseldorf to an Apocalypse Without a Building,1783-1867,national mythology: the canon is true,8,43,1783-09-23,1887-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/peter_von_cornelius.journey.json,built,
phil_zimmermann,Philip R. Zimmermann (Phil Zimmermann),"Pretty Good Privacy: the Munitions Case, the Printed Source Code, and the Long Return to Voice",1954-,national mythology: the canon is true,7,44,1954-01-01,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/phil_zimmermann.journey.json,built,
philip_k_dick,Philip Kindred Dick,The Blank on the Stone: Philip K. Dick from the Berkeley Record Counter to the Pink Light,1928-1982,national mythology: the canon is true,9,41,1928-12-16,1982-03-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/philip_k_dick.journey.json,built,
philipp_griebel,Philipp Griebel of Gräfenroda,"The Collier in the Red Cap: Philipp Griebel, the Thuringian Forest, and the Object That Outran Its Maker",unknown-1893,national mythology: the canon is true,8,45,1776-05-01,2022-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/philipp_griebel.journey.json,built,
pica_bourlemont,"Pica Bourlémont (Giovanna, Madonna Pica)","The Magpie of Bourlémont: the Meuse, the Khamsa, and the Mother of Assisi",c. 1160-1226 (the two endings),national mythology: the canon is true,7,36,1160-01-01,1226-10-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pica_bourlemont.journey.json,built,
pierre_bourlemont,"Pierre Bourlémont (Pierre II, sire de Bourlémont)",The Troubadour Cousin: From the Meuse to Ganja to Greccio,c. 1170-1226,"national mythology, the canon is true",7,40,1170-06-01,1226-10-09,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pierre_bourlemont.journey.json,built,
pierre_francois_bouchard,Pierre-François-Xavier Bouchard,"The Wall at Fort Julien: an Engineer of the Republic, Five Captivities, and the Stone He Handed Over",1771-1822,national mythology: the canon is true,8,45,1771-04-29,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pierre_francois_bouchard.journey.json,built,
pieter_bruegel_the_elder,Pieter Bruegel the Elder,"The Village With No Name: Bruegel, the Alps, and the House of the Four Winds",c. 1525-1569,national mythology: the canon is true,8,44,1525-01-01,1569-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pieter_bruegel_the_elder.journey.json,built,
pio_collivadino,Pío Collivadino,The Lunch Hour on the Riachuelo: Barracas to San Luca and Back,1869-1945,national mythology: the canon is true,8,41,1869-08-20,2013-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pio_collivadino.journey.json,built,
piri_reis,"Muhiddin Piri, called Piri Reis","The Gazelle Skin: a Corsair's Apprenticeship, a World Map, and the Siege at Hormuz",c. 1465-1553,national mythology: the canon is true,9,45,1465-01-01,2008-02-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/piri_reis.journey.json,built,
pizarro,Francisco Pizarro González,Trujillo to Cajamarca: the Swineherd Who Took an Empire,1478-1541 (the bones to 1985),"national mythology, the canon is true",8,37,1478-01-01,1985-01-26,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/pizarro.journey.json,built,
plato,"Plato (Aristocles, son of Ariston, called Plato for the breadth of his shoulders)","Athens to the Grove of Academus: the Cave, the Tyrant, and the Drowned Island",c. 428-347 BC,"national mythology, the canon is true",8,35,-0427-05-21,-0347-05-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/plato.journey.json,built,
plinio_el_viejo,"Plinio el Viejo (Gaius Plinius Secundus, Pliny the Elder)","The Lake, the Rhine, and the Cloud Like a Pine: the Admiral Who Wrote Down the World",23-79,national mythology: the canon is true,8,44,0023-01-01,1805-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/plinio_el_viejo.journey.json,built,
policarpa_salavarrieta,Policarpa Salavarrieta (La Pola),"The Seamstress in the Royalist Houses: Guaduas, the Reconquista, and the Plaza Mayor",1795-1817,national mythology: the canon is true,8,41,1795-01-26,2023-01-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/policarpa_salavarrieta.journey.json,built,
